0,0,0
0,47,-1
0,0,0

0,-17,-33
0,0,0
0,0,0

-4,0,0
53,0,0
0,3,0

0,0,24
2,0,0
0,0,-20

0,0,0
0,53,0
74,0,0

0,0,0
0,0,0
0,0,-17

0,0,0
0,-15,0
0,0,0

0,0,0
0,0,0
-22,9,0

19,0,25
14,0,0
0,0,-27

0,0,0
0,0,-74
0,0,0

0,0,0
-28,0,0
0,0,0

0,0,0
0,0,0
0,0,0

0,0,0
0,0,0
0,0,0

0,-1,0
0,0,0
0,0,4

0,0,4
22,7,-29
-27,0,-6

0,0,0
40,0,0
0,0,0

-44,0,21
0,-13,-18
14,0,0

0,0,0
0,0,0
-16,0,0

0,1,0
0,-14,0
0,0,0

0,44,0
0,0,0
0,0,0

0,0,0
0,-36,0
0,3,0

0,0,0
57,0,0
0,0,0

0,0,0
35,0,0
0,-42,10

-21,0,0
26,3,0
0,0,0

0,0,0
0,0,0
0,0,-25

0,0,0
0,0,0
0,0,0

6,0,0
-6,0,34
0,0,0

-59,0,0
0,0,0
0,0,0

0,0,0
0,0,0
0,0,0

0,0,0
0,0,31
0,0,0

27,0,0
0,0,0
0,0,0

0,0,4
0,0,0
0,0,0

0,0,0
0,0,0
0,0,0

0,0,0
0,6,0
0,0,0

0,0,0
0,0,14
75,0,0

0,-46,0
0,0,34
0,0,0

15,0,0
-22,0,0
0,15,0

0,0,0
0,0,0
0,0,0

0,0,0
36,-13,0
0,0,0

0,0,0
60,0,0
0,3,0

0,0,0
0,26,-29
0,0,0

0,8,0
0,0,0
0,0,0

5,0,0
0,33,5
0,0,-3

0,45,-21
0,0,0
0,0,0

0,0,0
0,0,0
0,0,0

0,0,77
0,0,0
0,36,0

0,0,0
0,0,0
0,63,34

0,0,4
0,0,0
-5,0,0

0,-26,0
0,0,0
0,0,0

0,-26,0
0,0,0
-74,0,0

0,0,0
0,25,0
0,0,0

0,0,0
0,0,0
0,0,0

0,0,-13
0,0,0
0,0,0

0,-43,0
0,0,0
0,0,0

12,0,0
0,0,0
0,0,0

0,28,-36
0,0,0
-25,0,0

23,0,0
0,0,0
17,0,0

0,0,0
0,0,0
0,0,0

13,0,0
0,0,0
-25,0,0

0,-1,0
0,0,-11
0,0,0

12,-8,0
0,0,0
0,-54,0

0,0,0
0,0,0
0,0,4

0,0,0
0,0,0
0,0,0

0,0,0
0,19,0
0,5,0

0,0,0
-24,0,0
0,-7,0

2,0,-10
0,0,-13
0,0,0

0,0,0
10,-21,0
0,0,0

0,0,0
0,0,0
0,0,-19

0,0,-3
37,5,0
0,0,0

0,0,0
0,0,0
0,31,6

0,0,0
0,0,0
0,0,-43

0,0,-71
0,-28,0
0,0,0

0,0,0
0,0,0
0,0,0

0,0,0
0,0,0
0,0,66

0,0,-50
0,0,0
0,0,0

0,0,8
0,0,0
-76,0,0

0,0,0
0,-76,0
0,0,30

0,0,0
0,0,0
58,0,0

0,0,0
33,1,0
0,0,0

0,0,0
0,0,0
0,0,0

0,0,0
-6,0,0
0,0,0

0,2,0
0,0,-59
0,34,0

0,0,0
0,80,0
0,0,39

0,0,0
0,4,39
0,0,82

0,0,0
0,0,0
0,-19,0

0,0,0
0,0,0
-8,0,0

0,-35,0
0,2,-70
-6,0,0

0,-31,25
-1,0,0
0,-1,0

-31,0,0
0,0,0
0,0,-14

0,0,0
0,-22,0
0,0,0

0,0,19
0,0,0
0,0,0

5,59,0
21,0,0
0,0,0

0,0,0
0,0,0
0,0,0

0,0,0
0,0,0
0,0,0

0,0,0
2,0,-30
18,0,0

0,0,-1
0,35,0
0,0,0

0,5,0
0,47,0
0,0,0

0,0,0
-15,0,0
0,0,0

0,0,47
27,0,0
-9,0,0

0,-10,0
0,-16,0
70,0,37

0,0,60
0,0,0
0,0,0

0,0,0
0,0,0
0,0,0

0,0,0
0,0,0
0,0,-11

0,0,0
8,0,0
0,14,0

-57,0,27
0,0,0
0,0,0

0,0,0
0,0,0
0,0,-32

0,0,0
0,0,0
0,0,0

0,-4,0
0,-31,0
7,0,0

-29,0,-11
0,0,0
0,0,0

0,0,-58
0,0,0
0,0,0

7,-72,0
0,3,0
0,0,0

0,0,0
0,-21,0
0,-31,0

0,0,11
0,0,17
0,0,0

0,0,0
0,0,16
33,41,0

22,0,0
0,0,0
0,0,-53

0,0,0
0,0,0
0,0,0

0,0,0
0,0,10
0,0,0

0,0,0
0,-59,-28
0,0,0

0,0,0
0,0,0
0,0,0

5,0,0
0,-23,0
0,0,0

-35,0,0
0,0,0
